unique_id,block_num,unit_count,case_type_name,submission_year,block_address,occupancy_type,occupancy_or_vacancy_date,occupancy_or_vacancy_date_year,bedroom_count,bathroom_count,square_footage,monthly_rent,base_rent_includes_water,base_rent_includes_natural_gas,base_rent_includes_electricity,base_rent_includes_refuse_recycling,base_rent_includes_other_utilities,past_occupancy,vacancy_date,signature_date,occupancy_or_vacancy_date_history,year_property_built,point,analysis_neighborhood,supervisor_district,data_as_of,data_loaded_at,rent_min,rent_max,rent_avg
-1495359018325772930,0273,22,"Housing Inventory - Unit information (2024)",2024,"600 Block of POWELL ST","Occupied by non-owner",2009/09/15,2009,3,1,"1251-1500 Sq.Ft",$2751-$3000,Y,N,N,Y,,,,2024/03/07,,1922,"POINT (-122.408921263 37.790477387)","Nob Hill",3,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2751,3000,2876
-36646268912182681,3569,3,"Housing Inventory - Unit information (2024)",2024,"3000 Block of 16TH ST","Occupied by non-owner",1993/02/01,1993,3,1,"1001-1250 Sq.Ft",$1501-$1750,N,N,N,N,,,,2024/03/06,,1909,"POINT (-122.42162871 37.764877865)",Mission,9,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",1501,1750,1626
7157585829763963626,0273,22,"Housing Inventory - Unit information (2024)",2024,"600 Block of POWELL ST","Occupied by non-owner",1992/05/01,1992,3,1,"1001-1250 Sq.Ft",$1751-$2000,Y,N,N,Y,,,,2024/03/07,,1922,"POINT (-122.408921263 37.790477387)","Nob Hill",3,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",1751,2000,1876
-5179800971034770497,0273,22,"Housing Inventory - Unit information (2024)",2024,"600 Block of POWELL ST","Occupied by non-owner",1985/10/01,1985,2,1,"1001-1250 Sq.Ft",$1001-$1250,Y,N,N,Y,,,,2024/03/07,,1922,"POINT (-122.408921263 37.790477387)","Nob Hill",3,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",1001,1250,1126
520828971593635690,0273,22,"Housing Inventory - Unit information (2024)",2024,"600 Block of POWELL ST","Occupied by non-owner",2022/05/08,2022,2,1,"1001-1250 Sq.Ft",$3001-$3250,Y,N,N,Y,,No,,2024/03/07,,1922,"POINT (-122.408921263 37.790477387)","Nob Hill",3,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3001,3250,3126
4797981305776193647,0273,22,"Housing Inventory - Unit information (2024)",2024,"600 Block of POWELL ST","Occupied by non-owner",2021/06/01,2021,3,1,"1001-1250 Sq.Ft",$3501-$3750,Y,N,N,Y,,No,,2024/03/07,,1922,"POINT (-122.408921263 37.790477387)","Nob Hill",3,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3501,3750,3626
3529363890501375241,0273,22,"Housing Inventory - Unit information (2024)",2024,"600 Block of POWELL ST","Occupied by non-owner",1993/02/01,1993,2,1,"1001-1250 Sq.Ft",$1501-$1750,Y,N,N,Y,,,,2024/03/07,,1922,"POINT (-122.408921263 37.790477387)","Nob Hill",3,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",1501,1750,1626
5882513552661866156,0273,22,"Housing Inventory - Unit information (2024)",2024,"600 Block of POWELL ST","Occupied by non-owner",2021/11/21,2021,2,1,"1001-1250 Sq.Ft",$2501-$2750,Y,N,N,Y,,No,,2024/03/07,,1922,"POINT (-122.408921263 37.790477387)","Nob Hill",3,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2501,2750,2626
94932705554079004,0273,22,"Housing Inventory - Unit information (2024)",2024,"600 Block of POWELL ST","Occupied by non-owner",1996/06/01,1996,2,1,"1001-1250 Sq.Ft",$2251-$2500,Y,N,N,Y,,,,2024/03/07,,1922,"POINT (-122.408921263 37.790477387)","Nob Hill",3,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2251,2500,2376
6676911765147904210,0273,22,"Housing Inventory - Unit information (2024)",2024,"600 Block of POWELL ST","Occupied by non-owner",2020/11/01,2020,2,1,"1001-1250 Sq.Ft",$2751-$3000,Y,N,N,Y,,,,2024/03/07,,1922,"POINT (-122.408921263 37.790477387)","Nob Hill",3,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2751,3000,2876
-6112862957700538751,0840,1,"Housing Inventory - Unit information (2024)",2024,"300 Block of PAGE ST","Occupied by non-owner",,"Year Unknown (more than 20 years)",2,1,"2501-2750 Sq.Ft","$0 (no rent paid by the occupant)",Y,Y,Y,Y,,,,2024/03/06,,1900,"POINT (-122.426539771 37.773615084)","Hayes Valley",5,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",NULL,NULL,NULL
-5252071908779938420,3569,3,"Housing Inventory - Unit information (2024)",2024,"3000 Block of 16TH ST","Occupied by non-owner",2009/01/01,2009,5+,1,"751-1000 Sq.Ft",$4501-$4750,N,N,N,N,,,,2024/03/06,,1909,"POINT (-122.42162871 37.764877865)",Mission,9,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",4501,4750,4626
-6141239034653338283,0078,1,"Housing Inventory - Unit information (2024)",2024,"1700 Block of GRANT AVE","Occupied by non-owner",2022/01/01,2022,2,2,"1251-1500 Sq.Ft",$4501-$4750,N,N,N,N,,,,2024/03/06,,1980,"POINT (-122.408042009 37.803267505)","North Beach",3,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",4501,4750,4626
3130942675441974529,0273,22,"Housing Inventory - Unit information (2024)",2024,"600 Block of POWELL ST","Occupied by non-owner",2009/08/17,2009,2,1,"1001-1250 Sq.Ft",$2501-$2750,Y,N,N,Y,,,,2024/03/07,,1922,"POINT (-122.408921263 37.790477387)","Nob Hill",3,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2501,2750,2626
6116476599820664668,0273,22,"Housing Inventory - Unit information (2024)",2024,"600 Block of POWELL ST","Occupied by non-owner",2019/02/01,2019,3,1,"1001-1250 Sq.Ft",$3501-$3750,Y,N,N,Y,,,,2024/03/07,,1922,"POINT (-122.408921263 37.790477387)","Nob Hill",3,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3501,3750,3626
7200446801285536226,0078,1,"Housing Inventory - Unit information (2024)",2024,"1700 Block of GRANT AVE","Occupied by non-owner",2023/06/21,2023,2,2,"1501-1750 Sq.Ft",$6501-$6750,N,N,N,N,,,,2024/03/06,,1980,"POINT (-122.408042009 37.803267505)","North Beach",3,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",6501,6750,6626
-5969207856758469268,0273,22,"Housing Inventory - Unit information (2024)",2024,"600 Block of POWELL ST","Occupied by non-owner",2024/08/03,2024,2,1,"1001-1250 Sq.Ft",$3251-$3500,Y,N,N,Y,,,,2024/03/07,,1922,"POINT (-122.408921263 37.790477387)","Nob Hill",3,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3251,3500,3376
-4699858323423286851,0273,22,"Housing Inventory - Unit information (2024)",2024,"600 Block of POWELL ST","Occupied by non-owner",2024/09/01,2024,2,1,"1001-1250 Sq.Ft",$2751-$3000,Y,N,N,Y,,,,2024/03/07,,1922,"POINT (-122.408921263 37.790477387)","Nob Hill",3,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2751,3000,2876
4642710367664455096,3537,4,"Housing Inventory - Unit information (2024)",2024,"100 Block of CHURCH ST","Occupied by non-owner",1985/04/08,1985,2,1,"1251-1500 Sq.Ft",$1501-$1750,Y,N,N,Y,,,,2024/03/06,,1900,"POINT (-122.429159883 37.769061236)","Castro/Upper Market",8,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",1501,1750,1626
-399316875839455129,3652,4,"Housing Inventory - Unit information (2024)",2024,"100 Block of VICKSBURG ST","Occupied by non-owner",2021/07/26,2021,1,1,"1001-1250 Sq.Ft",$3501-$3750,Y,N,N,Y,,No,,2024/03/06,,1925,"POINT (-122.428723943 37.752799547)","Noe Valley",8,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3501,3750,3626
5467863645100242256,3652,4,"Housing Inventory - Unit information (2024)",2024,"100 Block of VICKSBURG ST","Occupied by non-owner",2020/10/24,2020,1,1,"1001-1250 Sq.Ft",$3751-$4000,Y,N,N,Y,,,,2024/03/06,,1925,"POINT (-122.428723943 37.752799547)","Noe Valley",8,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3751,4000,3876
4624943167518360860,0479,10,"Housing Inventory - Unit information (2024)",2024,"2900 Block of VAN NESS AVE","Occupied by non-owner",2021/06/25,2021,1,1,"751-1000 Sq.Ft",$2001-$2250,Y,N,N,Y,,No,,2024/03/07,,1925,"POINT (-122.42499636 37.802723623)",Marina,2,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2001,2250,2126
7193248468647697014,0479,10,"Housing Inventory - Unit information (2024)",2024,"2900 Block of VAN NESS AVE","Occupied by non-owner",2021/11/15,2021,1,1,"751-1000 Sq.Ft",$2251-$2500,Y,N,N,Y,,No,,2024/03/07,,1925,"POINT (-122.42499636 37.802723623)",Marina,2,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2251,2500,2376
-32654146810256334,0479,10,"Housing Inventory - Unit information (2024)",2024,"2900 Block of VAN NESS AVE","Occupied by non-owner",2018/04/15,2018,1,1,"751-1000 Sq.Ft",$2251-$2500,Y,N,N,Y,,,,2024/03/07,,1925,"POINT (-122.42499636 37.802723623)",Marina,2,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2251,2500,2376
6170065617661233174,0479,10,"Housing Inventory - Unit information (2024)",2024,"2900 Block of VAN NESS AVE","Occupied by non-owner",2021/09/01,2021,1,0.5,"751-1000 Sq.Ft",$2251-$2500,Y,N,N,Y,,No,,2024/03/07,,1925,"POINT (-122.42499636 37.802723623)",Marina,2,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2251,2500,2376
5576428401118785715,0479,10,"Housing Inventory - Unit information (2024)",2024,"2900 Block of VAN NESS AVE","Occupied by non-owner",2016/03/01,2016,1,1,"751-1000 Sq.Ft",$2751-$3000,Y,N,N,Y,,,,2024/03/07,,1925,"POINT (-122.42499636 37.802723623)",Marina,2,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2751,3000,2876
22382611415906498,0479,10,"Housing Inventory - Unit information (2024)",2024,"2900 Block of VAN NESS AVE","Occupied by non-owner",2021/05/01,2021,1,1,"751-1000 Sq.Ft",$2500-$2750,Y,N,N,Y,,No,,2024/03/07,,1925,"POINT (-122.42499636 37.802723623)",Marina,2,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2500,2750,2625
-5555009427484231916,0479,10,"Housing Inventory - Unit information (2024)",2024,"2900 Block of VAN NESS AVE","Occupied by non-owner",2021/08/14,2021,1,1,"751-1000 Sq.Ft",$2001-$2250,Y,N,N,Y,,No,,2024/03/07,,1925,"POINT (-122.42499636 37.802723623)",Marina,2,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2001,2250,2126
3664127347385953682,0479,10,"Housing Inventory - Unit information (2024)",2024,"2900 Block of VAN NESS AVE","Occupied by non-owner",2021/07/10,2021,1,1,"751-1000 Sq.Ft",$2001-$2250,Y,N,N,Y,,No,,2024/03/07,,1925,"POINT (-122.42499636 37.802723623)",Marina,2,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2001,2250,2126
-7098195241163246690,0479,10,"Housing Inventory - Unit information (2024)",2024,"2900 Block of VAN NESS AVE","Occupied by non-owner",2021/08/01,2021,1,1,"751-1000 Sq.Ft",$2001-$2250,Y,N,N,Y,,No,,2024/03/07,,1925,"POINT (-122.42499636 37.802723623)",Marina,2,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2001,2250,2126
